system:index,area,class_id,class_name,territory,version,year,.geo
0_0_0,12338.661063888256,3,Leñosas Cerradas,0.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_0_1,12325.08296866145,4,Leñosas Abiertas,0.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_0_2,0.17221230212402355,6,Leñosas Inundables,0.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_0_3,1.2187457454833979,9,Leñosas Cultivadas,0.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_0_4,1.9299859097347503,11,Pastizal Inundable,0.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_0_5,1284.068496515045,15,Pasturas,0.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_0_6,0.24477458959960935,23,Playa y Dunas,0.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_0_7,66.56081292266758,24,Infraestructura Urbana,0.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_0_8,0.004556321044921875,25,Otras Areas No Vegetadas,0.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_0_9,28.573170207728687,26,Cuerpo de agua,0.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_0_10,355.95442353387466,32,Salinas,0.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_0_11,1314.4188902833846,42,Pastizal Abierto,0.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_0_12,720.3473066749394,43,Pastizal Cerrado,0.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_0_13,136.14621490093074,44,Pastizal Disperso,0.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_0_14,1130.814565914477,45,Leñosas Dispersas,0.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_0_15,1610.4361881224222,57,Cultivos Simples,0.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_0_16,0.09288889825439449,58,Cultivos Multiples,0.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_1_0,9125.219027782576,3,Leñosas Cerradas,1.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_1_1,5239.2636388038545,4,Leñosas Abiertas,1.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_1_2,365.1307911679682,6,Leñosas Inundables,1.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_1_3,19.589515589737008,9,Leñosas Cultivadas,1.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_1_4,21173.701732586,11,Pastizal Inundable,1.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_1_5,6553.480568741928,15,Pasturas,1.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_1_6,99.83647571895695,24,Infraestructura Urbana,1.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_1_7,590.1739337352844,26,Cuerpo de agua,1.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_1_8,94.56912588745116,42,Pastizal Abierto,1.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_1_9,2256.74388939478,43,Pastizal Cerrado,1.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_1_10,15.204334220538689,44,Pastizal Disperso,1.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_1_11,0.05851107928466795,45,Leñosas Dispersas,1.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_1_12,2617.2261871019714,57,Cultivos Simples,1.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_2_0,14997.16291719167,3,Leñosas Cerradas,2.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_2_1,23671.255670360646,4,Leñosas Abiertas,2.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_2_2,0.14634351000976573,6,Leñosas Inundables,2.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_2_3,1.7162224996948274,9,Leñosas Cultivadas,2.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_2_4,14.66090397081226,11,Pastizal Inundable,2.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_2_5,3.0763958929443405,15,Pasturas,2.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_2_6,1.6065166342773471,23,Playa y Dunas,2.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_2_7,39.443437755970564,24,Infraestructura Urbana,2.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_2_8,0.06956484350585938,25,Otras Areas No Vegetadas,2.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_2_9,11.231527659545916,26,Cuerpo de agua,2.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_2_10,706.3996982787402,32,Salinas,2.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_2_11,551.1210456106762,42,Pastizal Abierto,2.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_2_12,205.97800173479357,43,Pastizal Cerrado,2.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_2_13,79.73182736709009,44,Pastizal Disperso,2.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_2_14,5268.439385098881,45,Leñosas Dispersas,2.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_2_15,26.01361368687171,57,Cultivos Simples,2.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_3_0,13797.601116685166,3,Leñosas Cerradas,3.0,col5-v2-arg-level_2-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
