system:index,area,class_id,class_name,territory,version,year,.geo
0_0_0,192331.54271565718,3,Leñosas Cerradas,0.0,col5-v2-par-level_1-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_0_1,2082.0260877022088,4,Leñosas Abiertas,0.0,col5-v2-par-level_1-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_0_2,47090.01254148974,6,Leñosas Inundables,0.0,col5-v2-par-level_1-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_0_3,0.012085472412109373,9,Leñosas Cultivadas,0.0,col5-v2-par-level_1-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_0_4,26116.98913951414,11,Pastizal Inundable,0.0,col5-v2-par-level_1-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_0_5,9064.691735180711,15,Pasturas,0.0,col5-v2-par-level_1-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_0_6,776.127709144956,24,Infraestructura Urbana,0.0,col5-v2-par-level_1-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_0_7,0.8088501234674206,25,Otras Areas No Vegetadas,0.0,col5-v2-par-level_1-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_0_8,2013.9402002511679,26,Cuerpo de agua,0.0,col5-v2-par-level_1-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_0_9,6.20943097125244,42,Pastizal Abierto,0.0,col5-v2-par-level_1-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_0_10,23244.78914156727,43,Pastizal Cerrado,0.0,col5-v2-par-level_1-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_0_11,0.728113592087689,44,Pastizal Disperso,0.0,col5-v2-par-level_1-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_0_12,585.4440238148114,57,Cultivos Simples,0.0,col5-v2-par-level_1-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
0_0_13,34.72441022967759,58,Cultivos Multiples,0.0,col5-v2-par-level_1-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1_0_0,193332.96055401218,3,Leñosas Cerradas,0.0,col5-v2-par-level_1-FINAL,1986,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1_0_1,2018.2617549235877,4,Leñosas Abiertas,0.0,col5-v2-par-level_1-FINAL,1986,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1_0_2,45815.35056259274,6,Leñosas Inundables,0.0,col5-v2-par-level_1-FINAL,1986,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1_0_3,0.08125065435791018,9,Leñosas Cultivadas,0.0,col5-v2-par-level_1-FINAL,1986,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1_0_4,25322.136408069182,11,Pastizal Inundable,0.0,col5-v2-par-level_1-FINAL,1986,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1_0_5,10119.58676018758,15,Pasturas,0.0,col5-v2-par-level_1-FINAL,1986,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
